14,0.96,0.37,0.27,0.22,0.37,0.32,0.32,0.27
28,1.06,0.32,0.17,0.12,0.32,0.27,0.27,0.12
42,1.01,0.37,0.17,0.12,0.32,0.27,0.32,0.02
56,0.96,0.42,0.17,0.07,0.37,0.27,0.27,0.02
70,0.96,0.42,0.17,-0.03,0.32,0.27,0.27,0.02
84,0.91,0.47,0.12,-0.03,0.32,0.27,0.32,-0.03
98,0.86,0.47,0.12,-0.08,0.37,0.32,0.32,-0.08
112,0.81,0.52,0.07,-0.08,0.37,0.32,0.32,-0.03
126,0.81,0.52,0.07,-0.13,0.32,0.32,0.32,-0.08
140,0.76,0.57,0.02,-0.13,0.32,0.32,0.32,-0.03
154,0.76,0.57,0.02,-0.18,0.27,0.32,0.32,-0.08
168,0.71,0.62,0.02,-0.18,0.27,0.32,0.32,-0.08
182,0.71,0.57,-0.03,-0.23,0.27,0.37,0.32,-0.13
196,0.66,0.62,-0.08,-0.23,0.27,0.37,0.32,-0.08
210,0.66,0.62,-0.08,-0.28,0.17,0.37,0.37,-0.08
224,0.61,0.67,-0.08,-0.28,0.17,0.37,0.37,-0.08
238,0.56,0.67,-0.08,-0.28,0.22,0.42,0.37,-0.08
252,0.56,0.67,-0.08,-0.33,0.17,0.42,0.37,-0.08
266,0.56,0.67,-0.08,-0.33,0.22,0.42,0.32,-0.13
280,0.56,0.67,-0.08,-0.33,0.22,0.42,0.32,-0.13
