14,1.06,0.32,0.12,0.02,0.32,0.32,0.32,0.22
28,0.96,0.42,0.12,0.02,0.32,0.32,0.42,0.02
42,0.86,0.52,0.12,0.02,0.32,0.32,0.52,-0.08
56,0.86,0.52,0.02,-0.08,0.32,0.32,0.42,-0.08
70,0.76,0.62,0.12,-0.18,0.32,0.32,0.42,-0.08
84,0.76,0.52,0.02,-0.28,0.32,0.42,0.42,-0.18
98,0.66,0.62,0.02,-0.28,0.32,0.42,0.42,-0.18
112,0.66,0.62,-0.08,-0.38,0.32,0.42,0.32,-0.18
126,0.56,0.72,-0.08,-0.38,0.32,0.42,0.32,-0.18
140,0.56,0.62,-0.18,-0.48,0.22,0.52,0.42,-0.18
154,0.46,0.72,-0.18,-0.48,0.22,0.52,0.42,-0.18
168,0.46,0.82,-0.28,-0.48,0.12,0.42,0.42,-0.28
182,0.36,0.92,-0.28,-0.48,0.12,0.42,0.42,-0.28
196,0.36,0.92,-0.18,-0.48,0.12,0.42,0.42,-0.38
210,0.26,0.92,-0.18,-0.48,0.12,0.52,0.52,-0.38
224,0.36,0.82,-0.18,-0.58,0.12,0.52,0.42,-0.48
238,0.36,0.82,-0.28,-0.68,0.22,0.52,0.32,-0.48
252,0.26,0.92,-0.38,-0.68,0.22,0.52,0.32,-0.38
266,0.26,0.92,-0.38,-0.68,0.12,0.52,0.42,-0.48
280,0.26,0.92,-0.38,-0.68,0.12,0.52,0.42,-0.48
